addr1,addr2,zipcode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,progresstype,festivaltype,overview
서울특별시 종로구 세종대로 175 (세종로),광화문광장 육조마당 일대,3172.0,A02,A0207,A02070200,2560317,15,20180912221537,20250516,20250517,http://tong.visitkorea.or.kr/cms/resource/96/3488196_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3488196_image3_1.jpg,Type3,126.9763210635,37.5720618985,6,20250515094950,1,23,02-545-0633,우리 임산물 숲푸드 대축제,11,110,EV,EV01,EV010200,,,"우리 임산물 소비 촉진을 위한 행사로, 전국의 다양한 임산물에 대해 소개하며 국민들이 임산물을 보다 가깝게 느낄 수 있도록 하기 위함이다. 전국의 다양한 임산물 종류를 접하고, 임산물을 활용한 다양한 식품, 지역 특산물 등을 만나 볼 수 있는 축제이다. 숲에서 자란 건강하고 맛있는 먹거리들을 직접 체험하고 구매하며 즐기는 내용으로, 판매 프로그램뿐 아니라 참가자가 즐길 수 있는 체험 프로그램, 눈과 귀를 즐겁게 해 줄 무대 공연 프로그램 등이 준비되어 있다."
서울특별시 강서구 우장산로10길 112 (화곡동),,7684.0,A02,A0207,A02070200,3300282,15,20240509164358,20250517,20250517,http://tong.visitkorea.or.kr/cms/resource/71/3489671_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3489671_image2_1.jpg,Type3,126.8422783717,37.5492649285,6,20250508150927,1,4,02-2600-6455,우장산 그린페스타,11,500,EV,EV01,EV010600,,,"푸르른 자연과 함께하는 친환경 축제, ‘2025 우장산 그린페스타’가 5월 17일(토) 오전 11시부터 오후 6시까지 우장산 축구장에서 열린다. 지구환경도서관, 순환자원 재활용 체험 수퍼큐브, 업사이클링 체험, 버스킹 공연 등 다채로운 프로그램이 마련되어 있으며, 가족과 이웃이 함께 참여하며 환경의 소중함을 나누는 뜻깊은 시간을 보낼 수 있는 축제이다."
서울특별시 종로구 삼일대로 464 (운니동),,3131.0,A02,A0207,A02070200,3091113,15,20240130141554,20250128,20250130,http://tong.visitkorea.or.kr/cms/resource/04/3464804_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3464804_image3_1.jpg,Type3,126.986825555,37.575822761,6,20250108145649,1,23,02-766-9090,운현궁 운수대통 설맞이,11,110,EV,EV01,EV010400,,,"'푸른 뱀의 해' 새해를 알리는 민족의 대명절 설을 맞아 다양한 전통문화행사로 시민들의 뜻 깊은 명절을 보낼 수 있도록 한다. 
세시명절 설날을 맞아 운현궁을 찾는 서울시민 및 외국인 관람객을 위하여 다양한 체험과 어린이 동반 참가자를 위한 퍼포먼스 공연 등으로 시민 곁으로 다가가는 운현궁이 될 수 있도록 한다."
서울특별시 강서구 하늘길 38 (방화동),,7505.0,A02,A0208,A02080500,3499413,15,20250619144421,20250430,20250831,http://tong.visitkorea.or.kr/cms/resource/09/3499409_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3499409_image3_1.jpg,Type3,117.9925662504,19.69442748,6,20250619144447,1,4,02-2029-3812,위대한 축구선수 100인 전,11,500,EV,EV03,EV030100,선택안함,선택안함,"이번 전시는, 30년간의 준비 기간을 거쳐 50만 점에 이르는 소장품을 보유한 이랜드뮤지엄의 콜렉션 중,  축구 역사에서 빛나는 전설적인 선수들의 유니폼과 우승 트로피 등을 공개하는 전시이다. 전시는 △태극 워리어스(TAEGEUK WARRIORS) △브라질(BRAZIL) △더 뷰티풀 게임(THE BEAUTIFUL GAME) △더 챔피온스(THE CHAMPIONS) △프리킥 챌린지(FREE KICK CHALLENGE) △더 고트(THE GOAT) 등 총 6개의 존으로 구성되며, 100여 점의 실착 아이템을 전시한다. 특히 1970년 월드컵 우승 트로피인 '쥘 리메 컵' 뿐만 아니라 △브라질 축구계의 전설 펠레 △리오넬 메시 △크리스티아누 호날두 △박지성 △손흥민 등 과거와 현대 축구 역사를 아우르는 선수의 실착 저지를 선보인다."
서울특별시 은평구 은평로 195 (녹번동),,3384.0,A02,A0207,A02070200,3000221,15,20230824164507,20250913,20250913,http://tong.visitkorea.or.kr/cms/resource/90/3534390_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3534390_image3_1.jpg,Type3,126.929352269,37.6022297707,6,20250910180944,1,22,010-9771-2090,은평청년축제,11,380,EV,EV01,EV010600,선택안함,선택안함,"2025 제3회 은평청년축제 ‘아무도 모르는 축제’는 은평구를 대표하는 청년 문화 축제이다. 축제는 9월 13일 토요일 오후 2시부터 구파발역 1·2번 출구 일대에서 열린다. 이번 축제는 추리형 콘셉트로 기획된 축제이며, 은평구 마스코트인 영꾸꾸의 비니가 사라진 사건을 단서로 범인을 찾아가는 스토리텔링 형식으로 진행되는 축제이다. 현장에는 청년이 직접 참여하는 팝업·체험 부스와 정책 홍보 부스가 운영되는 축제이다. 푸드트럭과 포토존도 마련되는 축제이다. 또한 서부시대 분위기를 반영한 결투 공연, 마술, 서커스, 음악 무대가 진행되는 축제이다. 다양한 볼거리를 제공하는 축제이다. 관람객은 서부시대 감성이 담긴 먹거리까지 경험할 수 있는 축제이다. 오감을 만족할 수 있는 축제이다. 은평청년축제는 청년들의 창의성과 참여가 어우러지는 지역 대표 행사이다."
서울특별시 종로구 종로1길 45 (세종로),,3141.0,A02,A0208,A02080100,3497454,15,20250611171209,20250506,20251008,http://tong.visitkorea.or.kr/cms/resource/53/3497453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3497453_image3_1.jpg,Type3,126.9783985779,37.5746727436,6,20250611171529,1,23,02-6958-5444,의정부지 역사유적광장 전통무예행사,11,110,EV,EV02,EV020100,선택안함,선택안함,"의정부지 상설 전통무예행사는 의정부지 역사유적광장을 찾는 시민 및 관광객들에게 우리의 전통문화를 널리 알려 역사도시 서울 이미지를 높이고, 평소에 경험하기 어려운 전통무예행사를 통해 문화 향유 기회를 제공하기 위해 서울시 주최로 진행되는 행사이다. 행사는 의정부를 포함한 육조거리에 주둔하였던 삼군부 군사들의 무예훈련 시연과 전통무예체험으로 구성된다."
서울특별시 종로구 평창31길 5 (평창동),자문밖문화포럼,3004.0,A02,A0207,A02070200,2511228,15,20171016201705,20250916,20250921,http://tong.visitkorea.or.kr/cms/resource/68/3537168_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/3537168_image3_1.JPG,Type3,126.97558111,37.6119989089,6,20250917092425,1,23,02-6365-1388,자문밖문화축제,11,110,EV,EV01,EV010600,선택안함,선택안함,"2025년 자문밖문화축제는 ‘서울시민의 예술적 삶을 위한 Seoul Art Twilight(어스럼한 예술의 빛)’으로 진행된다. 역동하는 현대도시 서울의 도성밖으로부터 새어나오는 어스름한 여명(黎明)의 빛과 같은, 예술적 영감을 선사하는 문화 예술축제를 개최한다. 북한산 기슭, 아름다운자연과 더불어 국내예술 문화를 견인해온 자문밖과 종로구, 서울시의 다양한 세대의 예술가들과 시민들을 연결하고 저마다의 예술적 삶을 질문하고 제안할 수 있는 전시와 공연, 포럼, 워크샵, 지역탐방 등의 행사를 개최한다.새로운 미학적 실험을 펼쳐가고 있는 신진작가들부터 국내 예술의 중추를 담당하는 중견작가와 컬렉터, 비평가, 학생, 일반인 모두가 함께 소통하는 자율적이고 대안적인 예술 생태계를 자문밖의 곳곳에 조성된다."
서울특별시 동작구 여의대방로20길 33 (신대방동),,7062.0,A02,A0207,A02070200,790211,15,20090901013812,20250923,20250928,http://tong.visitkorea.or.kr/cms/resource/98/3550898_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/98/3550898_image3_1.png,Type3,126.9195061947,37.4949448412,6,20251023143000,1,12,02-6351-5905,장애인문화예술축제 A+ Festival,11,590,EV,EV01,EV010200,선택안함,선택안함,"장애인문화예술축제 A+ Festival은 장애인들의 잠재적 가능성(Ability), 열린 접근성(Accessibility), 활기찬 역동성(Activity)을 모토로 장애인과 비장애인이 예술(Arts)로 함께(All Together)한다는 취지로 2009년부터 시작한 축제이다. 공연, 전시, 시민참여, 인식개선 프로그램 등 다양한 형태의 프로그램으로 구성된다. 17회를 맞이하는 올해는 다름이라는 반짝임에서 피어난 특별함, 그리고 그 특별함이 서로의 빛과 이어져 모두가 함께 찬란해지는 순간을 만든다는 의미를 담은 ‘찬란하다’를 테마로 9월 23일부터 28일간 다양한 장소에서 진행된다. 보라매공원 다목적운동장에서는 9월 26일부터 28일까지 개막행사를 비롯해 장애예술인과 비장애예술인이 함께 하는 다채로운 공연 프로그램을 비롯해 전시, 체험부스, 아트마켓 등 다양한 프로그램이 진행된다. 모두예술극장, 모두미술공간, 이음센터에서는 9월 23일부터 26일간 각 장소에서 공연과 전시, 포럼 등 다양한 프로그램이 개최될 예정이다."
서울특별시 중구 정동,(세종대로 19길 124),4519.0,A02,A0207,A02070200,142233,15,20070831090000,20251023,20251025,http://tong.visitkorea.or.kr/cms/resource/15/3552215_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/15/3552215_image3_1.jpeg,Type3,126.9753629579,37.5670957913,6,20251023143000,1,24,02-3701-1603,정동문화축제,11,140,EV,EV01,EV010600,선택안함,선택안함,"경향신문이 주최하는 제27회 정동문화축제가 10월23~25일 서울 중구 정동길과 온라인에서 열린다. 경향신문~프란치스코 교육회관~서울시립미술관~덕수궁 대한문으로 이어지는 정동길은 대한제국 시절 외교·문화 ·교육의 중심지였다. 역사와 전통이 살아 숨쉬는 정동길은 걷는 것만으로도 소확행(小確幸)을 느낄 수 있는 곳이다. 사흘간의 축제 기간 동안 정동로터리에는 거리 페스티벌과 ‘기억의 풍선’ 설치가 진행된다. 또한 거리에서 만나는 예술, 추억의 오락실, 풍금 연주하기, 캐리커처 등 시민참여 행사도 함께 펼쳐진다."
서울특별시 중구 세종대로 99 덕수궁,"서울 중구 덕수궁길, 정동길 일대",4519.0,A02,A0207,A02070200,2005233,15,20150523015851,20250523,20250524,http://tong.visitkorea.or.kr/cms/resource/03/3497203_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3497203_image3_1.jpg,Type3,126.9765906796,37.5651071556,6,20250610173047,1,24,02-3396-4623,정동야행,11,140,EV,EV01,EV010400,선택안함,선택안함,"서울 중구(구청장 김길성)가 5월23일(금)과 24일(토) 이틀간 대한제국의 꿈을 정동으로 불러들여 '정동야행(貞洞夜行)'을 개최한다. 정동야행은 2015년 서울 중구가 시작한 우리나라 최초의 문화재 야행으로 올해 11번째 개최되는 중구의 대표 축제이다. 정동야행 축제는 근대문화유산의 보고(寶庫)인 정동길과 덕수궁길 일대에서 열리며 특별히 해당 기간에만 야간개방 하는 역사〮문화시설, 덕수궁 안에서 진행되는 고궁음악회, 근대 역사 체험 프로그램 등을 즐길 수 있다."
서울특별시 종로구 동망산길 150 (숭인동),,3110.0,A02,A0207,A02070200,2594815,15,20190404003328,20250419,20250419,http://tong.visitkorea.or.kr/cms/resource/17/3483317_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3483317_image3_1.jpg,Type3,127.0181476492,37.5776314468,6,20250325142314,1,23,02-2148-1856,정순왕후 문화제,11,110,EV,EV01,EV010200,선택안함,선택안함,"종로구 숭인동에 위치한 동망봉에는 조선 6대 국왕 단종의 왕후, 정순왕후의 애절한 이야기가 깃들어있다. 어린 왕 단종이 수양대군에 의해 폐위되고 강원도 영월로 쫓겨날 때 그녀의 나이는 고작 열여덟, 그리고 넉달 뒤 단종이 시해되고 육십여 년이 넘는 세월을 정순왕후는 님이 떠나신 동쪽을 그리며 매일 바위에 올랐다고 한다. 그 곳 '동망봉'에서 이제 정순왕후의 넋을 기리고 홀로남은 그녀를 지켜준 이웃 백성들의 따스한 마음을 되새겨 보고자 정순왕후 문화제를 개최한다."
서울특별시 양천구 안양천로 788 (신정동),"안양천 신정교 하부 제1, 제2야구장",8016.0,A02,A0207,A02070200,2944954,15,20230125104532,20250208,20250208,http://tong.visitkorea.or.kr/cms/resource/62/3466162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3466162_image3_1.jpg,Type3,126.8774538701,37.516277723,6,20250109151426,1,19,02-2651-5300 (양천문화원),정월대보름 민속축제,11,470,EV,EV01,EV010400,선택안함,선택안함,"양천문화원이 주최하고 양천구가 후원하는 '정월대보름 민속축제'는 매년 양천구 안양천 둔치 야구장에서 개최되는 지역 축제이다. 정월대보름 축제는 전통 문화의 보존과 구민들의 화합을 목표로 다양한 프로그램을 선보이며, 주요 행사로는 달집태우기, 연날리기, 떡메치기, 널뛰기, 윷놀이 등 전통 민속놀이 체험과 외줄타기, 판소리, 한국무용, 풍물놀이, 북청사자놀이 등 전통예술 공연이 있다. 또한, 다양한 전통 음식을 즐길 수 있는 먹거리 장터도 운영된다.
본 행사는 오후 6시에 시작되며, 달집태우기를 통해 구민들의 소원을 담은 종이를 태우고 한 해의 건강과 행복을 기원한다. 강강술래와 불꽃놀이도 함께 진행되어 축제의 하이라이트를 장식한다. 정월대보름 축제는 새해를 맞이하여 모든 구민이 참여할 수 있는 화합의 장으로 매년 기대를 모으고 있다. 정월대보름 축제를 통해 지난 한 해를 되돌아보고, 새해의 소망을 나누는 뜻깊은 시간을 가질 수 있다."
서울특별시 종로구 삼청로 37,국립민속박물관,3045.0,A02,A0207,A02070200,1204941,15,20110216000050,20250212,20250212,http://tong.visitkorea.or.kr/cms/resource/55/3473455_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3473455_image3_1.jpg,Type3,126.97885944,37.5819774581,6,20250205094248,1,23,02-3704-3106,정월대보름 한마당,11,110,EV,EV01,EV010200,선택안함,선택안함,국립민속박물관(관장 장상훈)은 2025년 정월대보름을 맞이하여 2월 12일(수) ‘을사년 정월대보름 한마당’을 개최한다. 이번 행사에서는 ‘아주 보통의 하루’를 기원하는 정월대보름의 현대적 의미를 담은 다양한 체험프로그램을 진행할 예정이다.
서울특별시 서초구 강남대로 27 (양재동),,6774.0,A02,A0208,A02080600,2658426,15,20200604193329,20250502,20250504,http://tong.visitkorea.or.kr/cms/resource/14/3468414_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/14/3468414_image3_1.png,Type3,127.0407514903,37.467391878,6,20250123161444,1,15,02-2223-1851~3,제10회 푸드테크 베지노믹스페어 (비건페스타ㅣ그린페스타ㅣESG푸드페스타),11,650,EV,EV03,EV030200,선택안함,선택안함,"베지노믹스(Vegenomics) 또는 비거노믹스(veganomic)라 불리는 비건-채식주의 산업은 必 환경 시대를 맞이하여 모든 산업과 융합을 통해 새로운 제품과 서비스를 창출하고 있다. 아시아 최대규모 비건&친환경 종합 전시회 [베지노믹스페어]가 (사)중소기업푸드테크협회와 공동주최를 통해 푸드테크 분야까지 그 영역을 확대하였다.
100% 식물성 제품 전시회 [비건페스타], 친환경 기술 및 라이프스타일 전시회 [그린페스타], 지속가능한 식품산업과 푸드테크를 어우르는 [ESG푸드페스타]로 구성되어 있으며, 이번 10회 차를 맞이하여 채식 기반의 지속 가능한 미래 식품 기술 및 친환경 먹거리를 선보이는
[ESG푸드페스타]를 함께 개최하여 기후변화 대응을 위한 다양한 가능성을 확대/제안한다.
또한, 10회 행사를 기념하여 비건/채식/친환경에 대한 관심 및 참여 확대와 산업 활성화를 위해 기존의 관람 유료 정책을 폐지하고 ‘사전등록 시 무료입장’으로 변경한다.이에 누구나 쉽게 채식 문화를 경험하고 잠재 고객층의 실질적인 참여 기회를 제공하여 저변 확대에 힘쓸 예정이다."
서울특별시 서초구 남부순환로 2406 (서초동),,6757.0,A02,A0208,A02080500,141220,15,20060801090000,20250422,20250427,http://tong.visitkorea.or.kr/cms/resource/10/3486910_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3486910_image3_1.jpg,Type3,127.0134702692,37.480484313,6,20250416084823,1,15,02 313-9539,제11회 대한민국국제포토페스티벌,11,650,EV,EV03,EV030100,선택안함,선택안함,대한민국국제포토페스티벌은 대한민국의 수도인 서울에서 해마다 펼쳐지는 큰 규모의 사진 및 시각예술축제입니다. 참신하고 역동적이며 명징한 메시지를 전달하기 위해 해마다 변화와 혁신의 고민을 통해 동시대 사진문화의 방향성을 제시하고 있습니다. 올해의 주제는 '사진 DNA'로 전세계 120여명의 작가의 작품 1200여점이 전시됩니다.
서울특별시 강남구 영동대로 513 (삼성동),,6164.0,A02,A0208,A02081300,3524418,15,20250820170815,20251104,20251116,http://tong.visitkorea.or.kr/cms/resource/24/3563924_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/24/3563924_image3_1.png,Type3,127.059217995,37.5119175967,6,20251110155553,1,1,070-7734-7796,제2회 고메 잇 강남,11,680,EV,EV03,EV030400,선택안함,선택안함,"'제 1회 고메 잇 강남:서울야장'이 야시장 감성으로 도심 속 힐링 공간을 선보였다면, 제 2회 고메 잇 강남은 '미식 축제' 컨셉에 맞추어 셰프 안주 쿠킹쇼, 맛있는 100여가지의 메뉴들과 함께 축제를 구성할 예정이다. 11월 4일 화요일 부터 11월 16일 일요일 까지 코엑스 동문 앞 광장에서 개최된다. 도심 한가운데에서 펼쳐지는 F&B 페스티벌로, 누구나 쉽게 접근할 수 있으며 음식 뿐만이 아닌 주류도 함께 즐기며 다양한 프로그램을 체험해볼 수 있는 축제이다."
서울특별시 중구 을지로 지하12 (을지로1가),,4533.0,A02,A0208,A02081300,3526695,15,20250825182218,20250903,20250903,http://tong.visitkorea.or.kr/cms/resource/94/3526694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3526694_image3_1.jpg,Type3,126.9787960237,37.5655015943,6,20250924145239,1,24,02-2088-7388,제6회 푸른하늘의 날 기념행사,11,140,EV,EV03,EV030400,선택안함,선택안함,"푸른하늘의 날을 기념하여 9월 3일(수) 서울광장에서 열리는 환경부 수도권대기환경청 '푸른하늘의 날 기념행사' 이다. 푸른하늘을 지키기 위한 우리의 질주를 주제로 다양한 체험 프로그램, 공연 프로그램, 전시 등을 진행하는 행사이다. 무대 프로그램으로는 푸른 하늘을 지키는 목소리의 어린이 주인공들의 본선이 진행될 예정이며, 모든 연령이 참여할 수 있는 '푸른하늘 퀴즈쇼'를 진행한다. 사전 등록을 진행한 사람들에게 모두 '양우산'을 증정하고 1등에게는 푸른 하늘상 상금 50만원(1명), 2등에게는 깨끗한 공기상 상금 20만원(3)명, 추첨을 통한 행운상(3명)의 상품을 증정한다. 또한, '푸른 하늘 뮤직쇼'를 통한 푸른 하늘, 깨끗한 공기를 주제로한 공연이 진행되며 KCM 공연, 밴드 공연이 포함되어 있다. 마지막으로 '푸른 하늘 어린이 웅변대회'와 '하늘사랑 그림공모전' 시상식을 진행한다. 텀블러를 소지한 관람객에게는 '음료 무료 제공'과 '텀블러 꾸미기' 체험 프로그램을 진행할 수 있으며, 푸른 하늘 360도 포토존(이벤트 진행), 하늘사랑 그림공모전 수상작 전시를 진행한다."
서울특별시 금천구 시흥대로73길 70 (시흥동),,8611.0,A02,A0208,A02080500,2844254,15,20220825153325,20250926,20250927,http://tong.visitkorea.or.kr/cms/resource/75/3537175_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/75/3537175_image3_1.png,Type3,126.8955205706,37.4564933229,6,20250915152702,1,8,02-2627-2813,제7회 금천과학축제,11,545,EV,EV03,EV030100,선택안함,선택안함,"금천과학축제 「G-Science Festival」는 지역사회와 함께하는 과학문화의 장으로, 청소년을 비롯한 금천구민 모두가 참여할 수 있는 과학문화축제이다. 과학기술에 대한 호기심을 자극하고, 일상속에서 과학을 쉽게 접할 수 있도록 다양한 프로그램이 마련되어있다. 제7회 금천과학축제 「2025. G-Science Festival」 는 2025년 9월 26일(금)부터 27일(토)까지 2일간 금천구청 일대에서 진행된다. ""AI와 로봇이 여는 미래, 금천에서 시작되다""라는 슬로건 아래, 인공지능(AI), 로봇 등 최신 과학 기술 기반 다양한 전시, 체험, 공연 프로그램을 즐길 수 있다."
서울특별시 종로구 세종대로 175 (세종로),,3172.0,A02,A0208,A02081000,3497718,15,20250612163836,20250508,20251214,http://tong.visitkorea.or.kr/cms/resource/11/3497711_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3497711_image3_1.jpg,Type3,126.9763210635,37.5720618985,6,20250619140342,1,23,02-6203-1164,종로 어디나 스테이지,11,110,EV,EV02,EV020700,선택안함,선택안함,"5월 개막축제를 시작으로 종로 곳곳을 찾아가는 종로구 공연문화 정착 프로젝트 <어디나 스테이지> 봄부터 겨울까지 사계절 내내 2025년 종로는 언제나, 누구나 즐길 수 있는 공연 성수기! 수성동계곡과 보신각, 흥인지문공원 등 종로를 대표하는 장소에서 매달 계절별 · 장소별 다채로운 연중 공연이 펼쳐진다!"
서울특별시 종로구 세종대로 지하172 (세종로),광화문광장,3154.0,A02,A0207,A02070200,2405329,15,20160907090049,20251017,20251018,http://tong.visitkorea.or.kr/cms/resource/64/3563664_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3563664_image3_1.jpg,Type3,126.9767821434,37.5716786179,6,20251110105844,1,23,02-6203-1164,종로K축제,11,110,EV,EV01,EV010400,선택안함,선택안함,"종로K축제는 2016년부터 매년 가을 개최하는 종로구 대표 브랜드 축제이다. 2025년 10주년을 맞이하여 한복을 넘어 우리 문화를 온전히 즐길 수 있는 종합전통예술축제 '종로K축제'로 거듭나고자 한다. 10월부터 10일 동안 축제주간을 운영하고, 10월 17일과 18일 양일간 개막식과 패션쇼, 전시 · 체험 · 판매 등 다양한 볼거리와 즐길거리가 진행된다."
서울특별시 종로구 종로 157 (훈정동),종묘,3135.0,A02,A0207,A02070200,2818837,15,20220509105710,20250426,20250502,http://tong.visitkorea.or.kr/cms/resource/22/3482722_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3482722_image3_1.jpg,Type3,126.9951471543,37.5710345779,6,20250424134842,1,23,1522-2295,종묘 묘현례,11,110,EV,EV01,EV010400,선택안함,선택안함,"묘현례는 왕비나 세자빈이 왕실 혼례를 마친 후, 조선 왕조 역대 왕과 왕비의 신주가 모셔진 종묘를 알현하는 의례이다. 조선 시대 종묘에서 거행된 국가 의례 중 유일하게 왕실 여성이 참여한 의례라는 점에서 그 의미가 매우 깊다. 
종묘 묘현례에서는 숙종 29년(1703년) 인원왕후의 묘현례를 주제로 한 창작 공연극 '묘현, 왕후의 기록'을 선보이며, 의례 재현과 뮤지컬 형식을 결합한 특별한 공연이 펼쳐진다. 또한, 조선 왕실 문화를 직접 체험할 수 있는 다양한 프로그램도 함께 진행된다."
서울특별시 종로구 종로 157,종묘,3135.0,A02,A0207,A02070200,141759,15,20070416090000,20250504,20250504,http://tong.visitkorea.or.kr/cms/resource/28/3483128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3483128_image3_1.jpg,Type3,126.9944471257,37.5742897425,6,20250409142143,1,23,1522-2295,종묘대제,11,110,EV,EV01,EV010400,선택안함,선택안함,"1975년 국가무형유산으로, 2001년 유네스코 인류무형문화유산으로 지정된 종묘대제는 조선왕조 역대 왕과 왕비의 신주(神主)를 모시고 올리는 제례의식이다. 매년 5월 첫째 주 일요일, 조선 왕실의 품격 높은 의례와 음악, 무용이 어우러진 종묘대제를 관람할 수 있는 특별한 기회이다. ​"
서울특별시 종로구 종로 157 (훈정동),종묘 정전,3135.0,A02,A0208,A02080100,3482443,15,20250314170138,20250424,20250502,http://tong.visitkorea.or.kr/cms/resource/24/3484124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3484124_image3_1.jpg,Type3,126.9951471543,37.5710345779,6,20250327170755,1,23,1522-2295,종묘제례악 야간 공연,11,110,EV,EV02,EV020100,선택안함,선택안함,"2025년 봄 밤, 종묘에서 만나는 종묘제례악 야간 공연, 그 격조 높은 울림 속으로 초대한다. 종묘제례악은 종묘제례 의식에 맞추어 악·가·무가 함께 하는 종합예술로, 전세계적으로 그 우수성과 독창성을 인정받고 있다. 이번 <2025년 종묘제례악 야간 공연>은  어둠이 내린 종묘 정전에서 종묘제례악의 장엄한 선율과 절제된 춤사위를 그대로 재현하며, 밤하늘 아래에서 펼쳐지는 종묘제례악의 아름다움을 감상할 수 있도록 기획되었습니다. 종묘의 고즈넉한 분위기와 조명을 활용한 연출이 결합되어 더욱 신비롭고 감동적인 무대가 될 것으로 기대된다. 무엇보다 평소 야간 개방을 하지 않는 종묘의 어둠 속 장엄함을 함께 느낄 수 있어 더욱 깊은 감동을 선사할 것이다."
서울특별시 중랑구 묵동,375 중랑장미공원,2031.0,A02,A0207,A02070200,2002493,15,20150511235903,20250516,20250524,http://tong.visitkorea.or.kr/cms/resource/06/3114106_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/3114106_image3_1.JPG,Type3,127.0734720813,37.615664133,6,20250502170805,1,25,02-3407-6530,중랑 서울장미축제,11,260,EV,EV01,EV010500,선택안함,선택안함,"2005년 중랑천 둔치 공원화 사업으로 심기 시작했던 장미가 오랜 시간이 지나면서 아름다운 장미터널을 형성하였고 이를 바탕으로 5.45KM의 국내 최대 규모의 장미터널을 적극 활용하여 도심 속에서 아름다운 장미와 함께 다양한 문화 체험, 공연까지 즐길 수 있는 축제이다."
서울특별시 중랑구 용마산로 250-12 (면목동),,2257.0,A02,A0207,A02070200,2621558,15,20190927190401,20250926,20250927,http://tong.visitkorea.or.kr/cms/resource/95/3540195_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/3540195_image3_1.JPG,Type3,127.0891385242,37.5734054382,6,20251023143000,1,25,02-3407-6532,중랑용마폭포축제,11,260,EV,EV01,EV010200,선택안함,선택안함,"아시아 최고의 인공폭포인 용마폭포와 함께 가을 밤의 감성있는 무대를 즐길 수 있는 축제로, 다양한 구민 참여 프로그램과 축제 전야제(들썩들썩 밤마실 영화제), 중랑 재능 콩쿠르, 가족 나들이 에어바운드 체험 등이 가능한 생활형 문화예술축제이다."
서울특별시 종로구 창경궁로 185 (와룡동),,3072.0,A02,A0207,A02070200,2818138,15,20220428141511,20251003,20251009,http://tong.visitkorea.or.kr/cms/resource/46/3538046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3538046_image3_1.jpg,Type3,126.9964634775,37.5789336838,6,20250916152534,1,23,1522-2295,창경궁 야연,11,110,EV,EV01,EV010200,선택안함,선택안함,"<창경궁 야연>은 '효(孝)'를 주제로 창경궁 문정전 일원에서 펼쳐지는 몰입형 야간 프로그램이다. 참가자는 조선시대 문무백관과 외명부가 되어 궁중 복식(단령, 당의)을 갖춰 입고 연회에 참여하며 , 동반한 가족과 함께 궁중 병과를 맛보고 다채로운 전통예술공연을 관람한다. 특히 올해는 부모님께 마음을 전하는 '효심편지' 쓰기와 부모님이 직접 주인공이 되어보는 특별한 '효잡이 체험' 등 가족이 함께 즐길 수 있는 프로그램이 강화되었다. 올해로 5회째를 맞이하는 <2025 창경궁 야연>은 10월 3일(금)부터 10월 9일(목)까지 개천절과 한글날이 포함된 가을 주간에 총 7일간 진행된다."
